"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"150","Heidelberg Heights",2,565000,"S","Miles",2016-06-08,10.5,"3081",2,1,201,107,2007,-37.7426,145.0556,"Eastern Metropolitan",2947,64,"6,410","Banyule",6,2016
"151","Pascoe Vale",4,605000,"PI","Brad",2016-06-08,9.9,"3044",2,1,215,157,1990,-37.7247,144.9257,"Northern Metropolitan",7485,59,"14,871","Moreland",6,2016
"152","Pascoe Vale",2,480000,"PI","Nelson",2016-06-08,9.9,"3044",1,1,113,94,1988,-37.7269,144.9274,"Northern Metropolitan",7485,59,"14,871","Moreland",6,2016
"153","Prahran",3,1245000,"PI","Marshall",2016-06-08,4.5,"3181",2,1,128,134,2000,-37.8526,145.0071,"Southern Metropolitan",7717,87,"11,171","Stonnington",6,2016
"154","South Kingsville",2,650000,"SP","Greg",2016-06-08,9.1,"3015",2,1,151,102,2011,-37.8289,144.8671,"Western Metropolitan",984,59,"1,829","Hobsons Bay",6,2016
"155","West Melbourne",2,8e+05,"VB","Nelson",2016-06-08,1.9,"3003",2,2,54,89,2006,-37.8094,144.9479,"Northern Metropolitan",2230,89,"3,758","Melbourne",6,2016
"156","Airport West",3,540000,"SP","Nelson",2016-06-18,13.5,"3042",2,1,161,101,2010,-37.7231,144.8802,"Western Metropolitan",3464,58,"6,954","Moonee Valley",6,2016
"157","Ascot Vale",2,705000,"S","Brad",2016-06-18,5.9,"3032",2,1,113,100,1998,-37.7712,144.9088,"Western Metropolitan",6567,75,"13,503","Moonee Valley",6,2016
"158","Ashburton",3,968000,"S","Jellis",2016-06-18,11,"3147",1,1,227,135,2007,-37.8709,145.0857,"Southern Metropolitan",3052,68,"7,577","Boroondara",6,2016
"159","Bentleigh East",4,1465000,"S","Buxton",2016-06-18,13.9,"3165",2,2,319,256,2015,-37.9256,145.0533,"Southern Metropolitan",10969,59,"25,928","Glen Eira",6,2016
"160","Bentleigh East",4,1045000,"S","Buxton",2016-06-18,13.9,"3165",2,1,316,190,2010,-37.9198,145.0789,"Southern Metropolitan",10969,59,"25,928","Glen Eira",6,2016
"161","Brunswick",1,625000,"PI","Jellis",2016-06-18,5.2,"3056",1,1,82,114,1930,-37.7661,144.9614,"Northern Metropolitan",11918,84,"22,739","Moreland",6,2016
"162","Brunswick",3,815000,"S","Nelson",2016-06-18,5.2,"3056",2,1,99,142,2007,-37.769,144.953,"Northern Metropolitan",11918,84,"22,739","Moreland",6,2016
"163","Brunswick East",3,8e+05,"VB","Nelson",2016-06-18,4.5,"3057",3,2,0,135,2000,-37.7788,144.9776,"Northern Metropolitan",5533,83,"8,502","Moreland",6,2016
"164","Burwood",4,1270000,"S","Jellis",2016-06-18,11.7,"3125",2,2,399,212,2005,-37.8597,145.1084,"Southern Metropolitan",5678,59,"13,172","Monash",6,2016
"165","Camberwell",3,1515000,"SP","hockingstuart",2016-06-18,7.8,"3124",2,2,318,135,1998,-37.8447,145.0916,"Southern Metropolitan",8920,66,"20,022","Boroondara",6,2016
"166","Essendon",3,750000,"VB","Brad",2016-06-18,8,"3040",1,1,253,145,1997,-37.7397,144.898,"Western Metropolitan",9264,71,"18,841","Moonee Valley",6,2016
"167","Essendon West",3,730000,"VB","Nelson",2016-06-18,9.8,"3040",2,2,0,118,2015,-37.7532,144.8848,"Western Metropolitan",588,43,"1,405","Moonee Valley",6,2016
"168","Hawthorn East",3,1240000,"S","Jellis",2016-06-18,7.5,"3123",2,2,155,135,2005,-37.8397,145.0514,"Southern Metropolitan",6482,83,"13,113","Boroondara",6,2016
"169","Maribyrnong",2,408000,"S","Nelson",2016-06-18,8.7,"3032",1,1,85,84,1980,-37.7732,144.8927,"Western Metropolitan",4918,70,"10,135","Maribyrnong",6,2016
"170","Moonee Ponds",3,842500,"S","Jellis",2016-06-18,6.9,"3039",2,1,216,156,1995,-37.7607,144.9314,"Western Metropolitan",6232,75,"13,507","Moonee Valley",6,2016
"171","North Melbourne",2,1300000,"VB","Nelson",2016-06-18,2.3,"3051",2,1,0,100,2005,-37.8029,144.9452,"Northern Metropolitan",6821,87,"11,733","Melbourne",6,2016
"172","Pascoe Vale",3,430000,"VB","Other",2016-06-18,9.9,"3044",2,1,146,106,2006,-37.7152,144.9346,"Northern Metropolitan",7485,59,"14,871","Moreland",6,2016
"173","Pascoe Vale",4,640000,"VB","Nelson",2016-06-18,9.9,"3044",2,2,353,188.5,2009,-37.7214,144.9246,"Northern Metropolitan",7485,59,"14,871","Moreland",6,2016
"174","Preston",3,714000,"S","Nelson",2016-06-18,8.8,"3072",2,2,185,115,2005,-37.7287,144.9869,"Northern Metropolitan",14577,73,"29,893","Darebin",6,2016
"175","Reservoir",2,425000,"S","Stockdale",2016-06-18,11.2,"3073",1,1,145,100,2010,-37.7284,145.0361,"Northern Metropolitan",21650,60,"47,517","Darebin",6,2016
"176","Richmond",2,810000,"SP","hockingstuart",2016-06-18,2.6,"3121",1,1,94,100,2004,-37.8201,144.9927,"Northern Metropolitan",14949,90,"23,838","Yarra",6,2016
"177","Richmond",2,895000,"S","Marshall",2016-06-18,2.6,"3121",1,1,0,100,2004,-37.8209,145.0014,"Northern Metropolitan",14949,90,"23,838","Yarra",6,2016
"178","West Melbourne",3,1130000,"PI","Other",2016-06-18,1.9,"3003",2,2,116,135,2002,-37.8102,144.9515,"Northern Metropolitan",2230,89,"3,758","Melbourne",6,2016
"179","Altona North",4,847500,"S","RT",2016-06-27,11.1,"3025",3,1,252,188.5,1987,-37.8393,144.8568,"Western Metropolitan",5132,60,"11,386","Hobsons Bay",6,2016
"180","Bentleigh East",3,882000,"S","Ray",2016-06-27,13.9,"3165",2,2,208,135,2008,-37.9108,145.0794,"Southern Metropolitan",10969,59,"25,928","Glen Eira",6,2016
"181","Brunswick",3,640000,"PI","Walshe",2016-06-27,5.2,"3056",2,1,110,118,2000,-37.7776,144.9691,"Northern Metropolitan",11918,84,"22,739","Moreland",6,2016
"182","Brunswick",3,705000,"PI","Nelson",2016-06-27,5.2,"3056",1,1,55,111,2012,-37.7611,144.9622,"Northern Metropolitan",11918,84,"22,739","Moreland",6,2016
"183","Brunswick West",3,815000,"S","Ray",2016-06-27,5.9,"3055",1,2,157,123,1999,-37.7652,144.9454,"Northern Metropolitan",7082,66,"13,171","Moreland",6,2016
"184","Canterbury",3,1843000,"S","Jellis",2016-06-27,9,"3126",2,2,0,135,2005,-37.8207,145.0854,"Southern Metropolitan",3265,72,"7,856","Boroondara",6,2016
"185","Carnegie",3,860000,"S","Buxton",2016-06-27,11.4,"3163",1,2,277,135,1978,-37.8978,145.0624,"Southern Metropolitan",7822,75,"16,333","Glen Eira",6,2016
"186","Fitzroy",2,710000,"S","Jellis",2016-06-27,1.6,"3065",1,1,0,90,2002,-37.7953,144.9775,"Northern Metropolitan",5825,96,"9,420","Yarra",6,2016
"187","Footscray",3,735000,"S","Jas",2016-06-27,6.4,"3011",2,2,112,168,2010,-37.8001,144.8797,"Western Metropolitan",7570,78,"13,203","Maribyrnong",6,2016
"188","Glenroy",2,488500,"S","Stockdale",2016-06-27,13,"3046",2,1,190,2,2010,-37.7072,144.9241,"Northern Metropolitan",8870,54,"19,671","Moreland",6,2016
"189","Ivanhoe",3,7e+05,"S","Barry",2016-06-27,7.9,"3079",2,1,189,110,1990,-37.7661,145.0354,"Eastern Metropolitan",5549,71,"11,038","Banyule",6,2016
"190","Kew East",3,1260000,"S","Other",2016-06-27,7.5,"3102",2,2,284,135,1990,-37.7966,145.048,"Southern Metropolitan",2671,71,"6,026","Boroondara",6,2016
"191","Mont Albert",3,1200000,"S","Jellis",2016-06-27,11.8,"3127",2,2,255,152,2000,-37.8192,145.111,"Eastern Metropolitan",2079,69,"4,961","Whitehorse",6,2016
"192","Newport",4,820000,"S","Sweeney",2016-06-27,8.4,"3015",2,2,753,204,2006,-37.8413,144.8741,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",6,2016
"193","Ormond",4,1197000,"S","Gary",2016-06-27,11.8,"3204",2,2,144,188.5,2006,-37.9021,145.0357,"Southern Metropolitan",3578,72,"7,707","Glen Eira",6,2016
"194","Richmond",3,1012000,"S","Jellis",2016-06-27,2.6,"3121",2,1,80,135,2004,-37.8155,145.0061,"Northern Metropolitan",14949,90,"23,838","Yarra",6,2016
"195","Other",2,755000,"S","Chisholm",2016-06-27,7.4,"3185",2,1,66,111,2005,-37.8813,144.9964,"Southern Metropolitan",821,87,"1,472","Port Phillip",6,2016
"196","Sunshine",3,5e+05,"PI","Douglas",2016-06-27,12.6,"3020",1,2,224,159,1985,-37.7863,144.8401,"Western Metropolitan",3755,71,"8,849","Brimbank",6,2016
"197","Airport West",2,450000,"S","Barry",2016-07-05,13.5,"3042",1,1,110,90,2015,-37.7216,144.871,"Western Metropolitan",3464,58,"6,954","Moonee Valley",7,2016
"198","Armadale",3,1586000,"S","RT",2016-07-05,6.3,"3143",2,2,246,135,1998,-37.8566,145.0116,"Southern Metropolitan",4836,74,"8,732","Stonnington",7,2016
"199","Balwyn North",4,1400000,"S","Jellis",2016-07-05,9.2,"3104",2,1,283,188.5,2005,-37.7982,145.0688,"Southern Metropolitan",7809,61,"20,345","Boroondara",7,2016
"200","Bentleigh East",3,8e+05,"S","Buxton",2016-07-05,13.9,"3165",2,1,353,135,2008,-37.9262,145.055,"Southern Metropolitan",10969,59,"25,928","Glen Eira",7,2016
"201","Brighton",3,1067000,"S","Kay",2016-07-05,11.2,"3186",0,1,0,135,1997,-37.9119,144.9871,"Southern Metropolitan",10579,75,"21,267","Bayside",7,2016
"202","Brighton",3,1850000,"SP","Buxton",2016-07-05,11.2,"3186",2,2,0,135,1997,-37.9045,145.0043,"Southern Metropolitan",10579,75,"21,267","Bayside",7,2016
"203","Brunswick",2,605000,"PI","Jellis",2016-07-05,5.2,"3056",1,1,0,78,2009,-37.7588,144.9646,"Northern Metropolitan",11918,84,"22,739","Moreland",7,2016
"204","Brunswick",4,860000,"PI","Nelson",2016-07-05,5.2,"3056",2,1,95,97,2007,-37.7772,144.9653,"Northern Metropolitan",11918,84,"22,739","Moreland",7,2016
"205","Brunswick East",3,899000,"SP","Jellis",2016-07-05,4.5,"3057",2,1,116,124,2007,-37.7667,144.9821,"Northern Metropolitan",5533,83,"8,502","Moreland",7,2016
"206","Coburg",3,550000,"PI","Other",2016-07-05,7.8,"3058",2,2,0,168,2009,-37.7372,144.9764,"Northern Metropolitan",11204,71,"24,996","Moreland",7,2016
"207","Gowanbrae",3,468000,"S","Nelson",2016-07-05,13.6,"3043",2,2,178,138,2000,-37.7087,144.8962,"Western Metropolitan",1071,47,"2,752","Moreland",7,2016
"208","Hampton",2,890000,"S","Hodges",2016-07-05,13.7,"3188",2,2,181,100,2000,-37.9433,145.019,"Southern Metropolitan",5454,69,"12,459","Bayside",7,2016
"209","Heidelberg West",2,370000,"VB","Miles",2016-07-05,9.4,"3081",1,1,100,90,2013,-37.7383,145.036,"Eastern Metropolitan",2674,68,"5,335","Banyule",7,2016
"210","Hughesdale",3,828000,"S","Ray",2016-07-05,13,"3166",2,1,206,118,2002,-37.8966,145.0863,"Southern Metropolitan",3145,74,"7,062","Monash",7,2016
"211","Kensington",2,750000,"S","Rendina",2016-07-05,4.2,"3031",1,1,325,112,2002,-37.7976,144.9213,"Northern Metropolitan",5263,82,"9,689","Melbourne",7,2016
"212","Malvern East",3,1253000,"S","Jellis",2016-07-05,11.2,"3145",2,1,216,135,1994,-37.866,145.0549,"Southern Metropolitan",8801,77,"20,028","Stonnington",7,2016
"213","Maribyrnong",3,550000,"SP","Biggin",2016-07-05,8.7,"3032",2,2,77,138,2000,-37.7743,144.8797,"Western Metropolitan",4918,70,"10,135","Maribyrnong",7,2016
"214","Moorabbin",3,750000,"PI","Buxton",2016-07-05,14.6,"3189",2,1,164,123,2010,-37.9378,145.0385,"Southern Metropolitan",2555,71,"5,298","Kingston",7,2016
"215","Niddrie",3,770000,"S","Frank",2016-07-05,11.2,"3042",2,1,313,145,2011,-37.7335,144.8788,"Western Metropolitan",2291,61,"4,851","Moonee Valley",7,2016
"216","Northcote",2,650000,"VB","Nelson",2016-07-05,5.5,"3070",2,2,55,100,2013,-37.7627,144.9898,"Northern Metropolitan",11364,82,"22,914","Darebin",7,2016
"217","Reservoir",3,620500,"S","Nelson",2016-07-05,11.2,"3073",2,1,158,117,2011,-37.7293,145.0216,"Northern Metropolitan",21650,60,"47,517","Darebin",7,2016
"218","Albert Park",3,1550000,"VB","Marshall",2016-07-11,3.3,"3206",2,2,718,135,2005,-37.8443,144.9598,"Southern Metropolitan",3280,85,"5,989","Port Phillip",7,2016
"219","Ashwood",2,7e+05,"S","hockingstuart",2016-07-11,12.2,"3147",1,2,367,110,1970,-37.8662,145.109,"Southern Metropolitan",2894,63,"6,091","Monash",7,2016
"220","Balaclava",2,1015000,"S","Gary",2016-07-11,6.6,"3183",1,2,114,120,2000,-37.8723,144.9961,"Southern Metropolitan",2952,88,"5,421","Port Phillip",7,2016
"221","Brighton",3,1475000,"PI","Buxton",2016-07-11,11.2,"3186",2,2,345,163,2000,-37.8943,144.9907,"Southern Metropolitan",10579,75,"21,267","Bayside",7,2016
"222","Brunswick West",2,380000,"VB","Nelson",2016-07-11,5.9,"3055",1,1,0,85,1970,-37.7607,144.9393,"Northern Metropolitan",7082,66,"13,171","Moreland",7,2016
"223","Carnegie",2,7e+05,"SP","Gary",2016-07-11,11.4,"3163",2,1,106,100,2000,-37.8881,145.0535,"Southern Metropolitan",7822,75,"16,333","Glen Eira",7,2016
"224","Chadstone",3,865000,"S","Buxton",2016-07-11,13.6,"3148",2,2,277,143,2010,-37.8796,145.1044,"Southern Metropolitan",3582,66,"7,825","Monash",7,2016
"225","Clifton Hill",3,930000,"S","Collins",2016-07-11,3.4,"3068",2,1,124,116,2000,-37.7934,144.9923,"Northern Metropolitan",2954,85,"5,782","Yarra",7,2016
"226","Coburg",3,865000,"S","Nelson",2016-07-11,7.8,"3058",2,2,263,135,2008,-37.7546,144.9713,"Northern Metropolitan",11204,71,"24,996","Moreland",7,2016
"227","Coburg North",2,591000,"S","Nelson",2016-07-11,9.2,"3058",1,1,0,86,2008,-37.721,144.9527,"Northern Metropolitan",3445,62,"6,574","Moreland",7,2016
"228","Maribyrnong",3,730000,"S","Nelson",2016-07-11,8.7,"3032",1,2,250,132,2000,-37.7861,144.8897,"Western Metropolitan",4918,70,"10,135","Maribyrnong",7,2016
"229","Niddrie",3,820000,"PI","Nelson",2016-07-11,11.2,"3042",2,1,229,180,2012,-37.7462,144.8873,"Western Metropolitan",2291,61,"4,851","Moonee Valley",7,2016
"230","South Yarra",3,1250000,"S","Kay",2016-07-11,3.3,"3141",2,1,80,118,2003,-37.8416,144.9923,"Southern Metropolitan",14887,92,"19,186","Stonnington",7,2016
"231","St Kilda",3,1400000,"VB","McGrath",2016-07-11,6.1,"3182",2,2,128,183,2002,-37.8624,144.9768,"Southern Metropolitan",13240,93,"17,802","Port Phillip",7,2016
"232","Thornbury",3,865000,"PI","Love",2016-07-11,6.5,"3071",2,2,158,135,2007,-37.7586,145.0056,"Northern Metropolitan",8870,77,"17,473","Darebin",7,2016
"233","Thornbury",3,910000,"S","Love",2016-07-11,6.5,"3071",2,1,0,135,2007,-37.7551,145.0108,"Northern Metropolitan",8870,77,"17,473","Darebin",7,2016
"234","Williamstown",2,830000,"SP","Greg",2016-07-11,8,"3016",1,0,56,100,2002,-37.8581,144.9011,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",7,2016
"235","Williamstown",2,830000,"SP","Greg",2016-07-11,8,"3016",1,1,84,110,1980,-37.8581,144.9015,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",7,2016
"236","Balwyn",3,1472000,"S","Noel",2016-07-16,9.7,"3103",2,2,306,170,1995,-37.8106,145.0848,"Southern Metropolitan",5682,72,"12,945","Boroondara",7,2016
"237","Bentleigh East",4,1005000,"SP","Woodards",2016-07-16,13.9,"3165",2,2,296,205,2006,-37.9197,145.057,"Southern Metropolitan",10969,59,"25,928","Glen Eira",7,2016
"238","Glen Iris",4,1350000,"VB","Woodards",2016-07-16,9.2,"3146",2,2,342,188.5,1970,-37.8622,145.0634,"Southern Metropolitan",10412,65,"24,992","Boroondara",7,2016
"239","Malvern",2,5e+05,"S","Thomson",2016-07-16,7.4,"3144",1,1,0,54,1970,-37.8693,145.0348,"Southern Metropolitan",4675,80,"9,494","Stonnington",7,2016
"240","Northcote",3,9e+05,"S","Nelson",2016-07-16,5.5,"3070",2,2,608,138,2012,-37.7763,144.9967,"Northern Metropolitan",11364,82,"22,914","Darebin",7,2016
"241","Oak Park",3,770000,"SP","Nelson",2016-07-16,11.5,"3046",2,2,264,135,2013,-37.722,144.9192,"Northern Metropolitan",2651,55,"5,751","Moreland",7,2016
"242","Seddon",2,755000,"SP","Village",2016-07-16,6.6,"3011",2,1,97,100,2011,-37.8044,144.8941,"Western Metropolitan",2417,80,"4,860","Maribyrnong",7,2016
"243","St Kilda",3,1295000,"S","Other",2016-07-16,6.1,"3182",2,2,0,200,2000,-37.8584,144.9802,"Southern Metropolitan",13240,93,"17,802","Port Phillip",7,2016
"244","West Footscray",2,520000,"S","Sweeney",2016-07-16,8.2,"3012",1,1,148,100,2007,-37.7956,144.8641,"Western Metropolitan",5058,64,"10,215","Maribyrnong",7,2016
"245","Bentleigh",2,670000,"PI","Buxton",2016-07-26,13,"3204",2,1,123,90,2007,-37.9307,145.0379,"Southern Metropolitan",6795,75,"14,926","Glen Eira",7,2016
"246","Bentleigh East",3,860000,"PI","hockingstuart",2016-07-26,13.9,"3165",2,1,210,131,2005,-37.9075,145.061,"Southern Metropolitan",10969,59,"25,928","Glen Eira",7,2016
"247","Brighton East",4,1367000,"S","McGrath",2016-07-26,10.7,"3187",2,2,315,4,2000,-37.9078,145.0222,"Southern Metropolitan",6938,63,"15,807","Bayside",7,2016
"248","Hadfield",2,468000,"S","Nelson",2016-07-26,12.1,"3046",1,1,137,110,2012,-37.707,144.9413,"Northern Metropolitan",2606,51,"5,355","Moreland",7,2016
"249","Hampton",3,1140000,"S","hockingstuart",2016-07-26,13.7,"3188",2,2,224,135,1999,-37.9336,144.997,"Southern Metropolitan",5454,69,"12,459","Bayside",7,2016
"250","Hughesdale",3,9e+05,"S","Buxton",2016-07-26,13,"3166",2,1,360,154,1975,-37.8937,145.0779,"Southern Metropolitan",3145,74,"7,062","Monash",7,2016
"251","Kensington",2,773000,"S","Rendina",2016-07-26,4.2,"3031",1,1,0,90,1970,-37.7937,144.9295,"Northern Metropolitan",5263,82,"9,689","Melbourne",7,2016
"252","Kew",3,732000,"S","Nelson",2016-07-26,5.6,"3101",1,1,904,110,1980,-37.801,145.0297,"Southern Metropolitan",10331,71,"23,871","Boroondara",7,2016
"253","Kew",2,707500,"S","Jellis",2016-07-26,5.6,"3101",1,1,124,86,1992,-37.7938,145.0321,"Southern Metropolitan",10331,71,"23,871","Boroondara",7,2016
"254","Maidstone",3,657000,"S","Other",2016-07-26,9.2,"3012",2,2,159,135,2013,-37.7846,144.87,"Western Metropolitan",3873,62,"7,768","Maribyrnong",7,2016
"255","Moorabbin",3,917000,"S","Ray",2016-07-26,14.6,"3189",2,2,472,152,2001,-37.9387,145.0461,"Southern Metropolitan",2555,71,"5,298","Kingston",7,2016
"256","Newport",4,930000,"PI","Greg",2016-07-26,8.4,"3015",3,3,278,188,2009,-37.8468,144.874,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",7,2016
"257","Pascoe Vale",4,665000,"SP","Other",2016-07-26,9.9,"3044",2,2,148,141,2001,-37.7231,144.9482,"Northern Metropolitan",7485,59,"14,871","Moreland",7,2016
"258","Reservoir",2,420000,"VB","Love",2016-07-26,11.2,"3073",1,2,153,107,2003,-37.702,145.0324,"Northern Metropolitan",21650,60,"47,517","Darebin",7,2016
"259","Brighton East",2,1014000,"S","Buxton",2016-07-30,10.7,"3187",1,1,267,131,1990,-37.9055,145.0173,"Southern Metropolitan",6938,63,"15,807","Bayside",7,2016
"260","Brunswick East",3,892000,"S","hockingstuart",2016-07-30,4.5,"3057",2,1,0,135,1995,-37.7655,144.9816,"Northern Metropolitan",5533,83,"8,502","Moreland",7,2016
"261","Brunswick East",3,805000,"S","Woodards",2016-07-30,4.5,"3057",1,1,0,114,2003,-37.7789,144.9739,"Northern Metropolitan",5533,83,"8,502","Moreland",7,2016
"262","Essendon",2,590000,"S","Brad",2016-07-30,8,"3040",1,1,0,100,1970,-37.7451,144.9145,"Western Metropolitan",9264,71,"18,841","Moonee Valley",7,2016
"263","Malvern East",2,650000,"S","Jellis",2016-07-30,11.2,"3145",2,1,0,120,2015,-37.8828,145.0528,"Southern Metropolitan",8801,77,"20,028","Stonnington",7,2016
"264","Malvern East",2,5e+05,"SP","Other",2016-07-30,11.2,"3145",1,1,50,100,1994,-37.8767,145.0469,"Southern Metropolitan",8801,77,"20,028","Stonnington",7,2016
"265","Moonee Ponds",2,8e+05,"S","Nelson",2016-07-30,6.9,"3039",2,2,239,120,1970,-37.7708,144.9093,"Western Metropolitan",6232,75,"13,507","Moonee Valley",7,2016
"266","Moorabbin",4,1105000,"S","Hodges",2016-07-30,14.6,"3189",2,2,220,187,2015,-37.9387,145.0398,"Southern Metropolitan",2555,71,"5,298","Kingston",7,2016
"267","Murrumbeena",2,745500,"S","Buxton",2016-07-30,12.1,"3163",1,1,186,110,1980,-37.8947,145.0722,"Southern Metropolitan",4442,71,"8,573","Glen Eira",7,2016
"268","Northcote",3,1130000,"S","Nelson",2016-07-30,5.5,"3070",2,1,229,135,2012,-37.7671,145.0153,"Northern Metropolitan",11364,82,"22,914","Darebin",7,2016
"269","Rosanna",3,710000,"S","Buckingham",2016-07-30,11.4,"3084",1,1,174,135,1990,-37.7404,145.0648,"Eastern Metropolitan",3540,62,"7,892","Banyule",7,2016
"270","Rosanna",3,990000,"S","Miles",2016-07-30,11.4,"3084",2,2,276,135,1990,-37.7336,145.0615,"Eastern Metropolitan",3540,62,"7,892","Banyule",7,2016
"271","Altona",3,8e+05,"SP","hockingstuart",2016-08-10,13.8,"3018",2,2,280,135,1997,-37.8734,144.8143,"Western Metropolitan",5301,63,"9,916","Hobsons Bay",8,2016
"272","Avondale Heights",3,880000,"S","Moonee",2016-08-10,10.5,"3034",2,2,339,135,2012,-37.7519,144.8534,"Western Metropolitan",4502,59,"11,015","Moonee Valley",8,2016
"273","Bentleigh East",2,486500,"S","hockingstuart",2016-08-10,13.9,"3165",1,1,0,75,1960,-37.9082,145.0681,"Southern Metropolitan",10969,59,"25,928","Glen Eira",8,2016
"274","Brunswick",3,940000,"S","Ray",2016-08-10,5.2,"3056",2,1,186,140,2016,-37.7581,144.9514,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2016
"275","Bulleen",3,1250000,"SP","Jellis",2016-08-10,11.8,"3105",2,2,315,135,1960,-37.7607,145.0853,"Eastern Metropolitan",4480,59,"10,848","Manningham",8,2016
"276","Carlton North",2,765000,"S","Nelson",2016-08-10,3.2,"3054",1,1,1031,100,1970,-37.784,144.9715,"Northern Metropolitan",3106,88,"6,249","Yarra",8,2016
"277","Coburg",3,740000,"VB","Nelson",2016-08-10,7.8,"3058",2,1,255,164,2014,-37.7546,144.9713,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2016
"278","Coburg",2,610000,"PI","Ray",2016-08-10,7.8,"3058",2,1,114,100,2009,-37.7466,144.9482,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2016
"279","Fairfield",3,846000,"SP","Love",2016-08-10,5.8,"3078",1,1,185,107,1990,-37.7665,145.0175,"Northern Metropolitan",2970,72,"5,937","Darebin",8,2016
"280","Fitzroy North",3,1015000,"S","Collins",2016-08-10,3.5,"3068",2,1,112,145,2000,-37.7912,144.9825,"Northern Metropolitan",6244,93,"11,451","Yarra",8,2016
"281","Glenroy",3,370000,"PI","Walshe",2016-08-10,13,"3046",2,1,259,135,2003,-37.6977,144.9149,"Northern Metropolitan",8870,54,"19,671","Moreland",8,2016
"282","Hawthorn East",4,1425000,"S","Jellis",2016-08-10,7.5,"3123",2,2,154,188.5,1998,-37.8298,145.0537,"Southern Metropolitan",6482,83,"13,113","Boroondara",8,2016
"283","Hawthorn East",3,1110000,"S","Jellis",2016-08-10,7.5,"3123",2,2,94,169,2005,-37.8302,145.0525,"Southern Metropolitan",6482,83,"13,113","Boroondara",8,2016
"284","Keilor East",3,785000,"S","Nelson",2016-08-10,12.8,"3033",2,2,610,135,2004,-37.7504,144.8645,"Western Metropolitan",5629,55,"13,234","Moonee Valley",8,2016
"285","Kensington",3,918000,"SP","Nelson",2016-08-10,4.2,"3031",2,1,788,135,1998,-37.7938,144.9186,"Northern Metropolitan",5263,82,"9,689","Melbourne",8,2016
"286","Malvern East",3,940000,"PI","Barry",2016-08-10,11.2,"3145",2,1,206,135,1994,-37.8826,145.0868,"Southern Metropolitan",8801,77,"20,028","Stonnington",8,2016
"287","Pascoe Vale",2,530000,"SP","hockingstuart",2016-08-10,9.9,"3044",1,1,156,98,2004,-37.7311,144.9395,"Northern Metropolitan",7485,59,"14,871","Moreland",8,2016
"288","Reservoir",3,530000,"PI","Nelson",2016-08-10,11.2,"3073",2,1,229,130,2008,-37.7036,145.0145,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2016
"289","Reservoir",3,592000,"S","Ray",2016-08-10,11.2,"3073",1,1,270,160,2016,-37.702,145.0148,"Northern Metropolitan",21650,60,"47,517","Darebin",8,2016
"290","South Yarra",2,1365000,"S","Kay",2016-08-10,3.3,"3141",2,1,1302,100,2003,-37.8377,145.0021,"Southern Metropolitan",14887,92,"19,186","Stonnington",8,2016
"291","West Melbourne",2,1055000,"S","Jellis",2016-08-10,1.9,"3003",1,1,0,154,2009,-37.8094,144.9452,"Northern Metropolitan",2230,89,"3,758","Melbourne",8,2016
"292","Balwyn",2,7e+05,"VB","Noel",2016-08-13,9.7,"3103",1,1,104,100,2000,-37.8061,145.0878,"Southern Metropolitan",5682,72,"12,945","Boroondara",8,2016
"293","Brunswick",2,685000,"SP","Jellis",2016-08-13,5.2,"3056",2,1,0,100,2002,-37.7617,144.9642,"Northern Metropolitan",11918,84,"22,739","Moreland",8,2016
"294","Carnegie",2,707000,"SA","Ray",2016-08-13,11.4,"3163",1,1,144,96,2000,-37.892,145.0482,"Southern Metropolitan",7822,75,"16,333","Glen Eira",8,2016
"295","Coburg",2,657000,"SP","Nelson",2016-08-13,7.8,"3058",1,2,138,100,2009,-37.7427,144.9711,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2016
"296","Other",4,1370000,"S","Raine",2016-08-13,1.9,"Other",2,2,0,188.5,2005,-37.8141,144.9387,"Southern Metropolitan",4707,86,"5,778","Melbourne",8,2016
"297","Essendon",3,650000,"S","Barry",2016-08-13,8,"3040",2,1,160,129,1985,-37.7403,144.8989,"Western Metropolitan",9264,71,"18,841","Moonee Valley",8,2016
"298","Fitzroy",2,880000,"S","Nelson",2016-08-13,1.6,"3065",2,2,0,105,2000,-37.7953,144.9775,"Northern Metropolitan",5825,96,"9,420","Yarra",8,2016
"299","Murrumbeena",3,785000,"S","Buxton",2016-08-13,12.1,"3163",2,2,0,135,2009,-37.8969,145.0654,"Southern Metropolitan",4442,71,"8,573","Glen Eira",8,2016
"300","Pascoe Vale",2,5e+05,"VB","Brad",2016-08-13,9.9,"3044",1,1,147,109,2012,-37.7209,144.93,"Northern Metropolitan",7485,59,"14,871","Moreland",8,2016
